"text","chapter","chapter-title"
"Sec. 3.4 Asymptotic Analysis 67","chapter-3","Algorithm Analysis"
"it is in Ω(h(n)). Note that we drop the word “in” for Θ notation, because there","chapter-3","Algorithm Analysis"
"is a strict equality for two equations with the same Θ. In other words, if f(n) is","chapter-3","Algorithm Analysis"
"Θ(g(n)), then g(n) is Θ(f(n)).","chapter-3","Algorithm Analysis"
"Because the sequential search algorithm is both in O(n) and in Ω(n) in the","chapter-3","Algorithm Analysis"
"average case, we say it is Θ(n) in the average case.","chapter-3","Algorithm Analysis"
"Given an algebraic equation describing the time requirement for an algorithm,","chapter-3","Algorithm Analysis"
"the upper and lower bounds always meet. That is because in some sense we have","chapter-3","Algorithm Analysis"
"a perfect analysis for the algorithm, embodied by the running-time equation. For","chapter-3","Algorithm Analysis"
"many algorithms (or their instantiations as programs), it is easy to come up with","chapter-3","Algorithm Analysis"
"the equation that defines their runtime behavior. Most algorithms presented in this","chapter-3","Algorithm Analysis"
"book are well understood and we can almost always give a Θ analysis for them.","chapter-3","Algorithm Analysis"
"However, Chapter 17 discusses a whole class of algorithms for which we have no","chapter-3","Algorithm Analysis"
"Θ analysis, just some unsatisfying big-Oh and Ω analyses. Exercise 3.14 presents","chapter-3","Algorithm Analysis"
"a short, simple program fragment for which nobody currently knows the true upper","chapter-3","Algorithm Analysis"
"or lower bounds.","chapter-3","Algorithm Analysis"
"While some textbooks and programmers will casually say that an algorithm is","chapter-3","Algorithm Analysis"
"“order of” or “big-Oh” of some cost function, it is generally better to use Θ notation","chapter-3","Algorithm Analysis"
"rather than big-Oh notation whenever we have sufficient knowledge about an alg-","chapter-3","Algorithm Analysis"
"orithm to be sure that the upper and lower bounds indeed match. Throughout this","chapter-3","Algorithm Analysis"
"book, Θ notation will be used in preference to big-Oh notation whenever our state","chapter-3","Algorithm Analysis"
"of knowledge makes that possible. Limitations on our ability to analyze certain","chapter-3","Algorithm Analysis"
"algorithms may require use of big-Oh or Ω notations. In rare occasions when the","chapter-3","Algorithm Analysis"
"discussion is explicitly about the upper or lower bound of a problem or algorithm,","chapter-3","Algorithm Analysis"
"the corresponding notation will be used in preference to Θ notation.","chapter-3","Algorithm Analysis"
"3.4.4 Simplifying Rules","chapter-3","Algorithm Analysis"
"Once you determine the running-time equation for an algorithm, it really is a simple","chapter-3","Algorithm Analysis"
"matter to derive the big-Oh, Ω, and Θ expressions from the equation. You do not","chapter-3","Algorithm Analysis"
"need to resort to the formal definitions of asymptotic analysis. Instead, you can use","chapter-3","Algorithm Analysis"
"the following rules to determine the simplest form.","chapter-3","Algorithm Analysis"
"1. If f(n) is in O(g(n)) and g(n) is in O(h(n)), then f(n) is in O(h(n)).","chapter-3","Algorithm Analysis"
"2. If f(n) is in O(kg(n)) for any constant k > 0, then f(n) is in O(g(n)).","chapter-3","Algorithm Analysis"
"3. If f1(n) is in O(g1(n)) and f2(n) is in O(g2(n)), then f1(n) + f2(n) is in","chapter-3","Algorithm Analysis"
"O(max(g1(n), g2(n))).","chapter-3","Algorithm Analysis"
"4. If f1(n) is in O(g1(n)) and f2(n) is in O(g2(n)), then f1(n)f2(n) is in","chapter-3","Algorithm Analysis"
"O(g1(n)g2(n)).","chapter-3","Algorithm Analysis"
"The first rule says that if some function g(n) is an upper bound for your cost","chapter-3","Algorithm Analysis"
"function, then any upper bound for g(n) is also an upper bound for your cost func-","chapter-3","Algorithm Analysis"
"tion. A similar property holds true for Ω notation: If g(n) is a lower bound for your","chapter-3","Algorithm Analysis"
"68 Chap. 3 Algorithm Analysis","chapter-3","Algorithm Analysis"
"cost function, then any lower bound for g(n) is also a lower bound for your cost","chapter-3","Algorithm Analysis"
"function. Likewise for Θ notation.","chapter-3","Algorithm Analysis"
"The significance of rule (2) is that you can ignore any multiplicative constants","chapter-3","Algorithm Analysis"
"in your equations when using big-Oh notation. This rule also holds true for Ω and","chapter-3","Algorithm Analysis"
"Θ notations.","chapter-3","Algorithm Analysis"
"Rule (3) says that given two parts of a program run in sequence (whether two","chapter-3","Algorithm Analysis"
"statements or two sections of code), you need consider only the more expensive","chapter-3","Algorithm Analysis"
"part. This rule applies to Ω and Θ notations as well: For both, you need consider","chapter-3","Algorithm Analysis"
"only the more expensive part.","chapter-3","Algorithm Analysis"
"Rule (4) is used to analyze simple loops in programs. If some action is repeated","chapter-3","Algorithm Analysis"
"some number of times, and each repetition has the same cost, then the total cost is","chapter-3","Algorithm Analysis"
"the cost of the action multiplied by the number of times that the action takes place.","chapter-3","Algorithm Analysis"
"This rule applies to Ω and Θ notations as well.","chapter-3","Algorithm Analysis"
"Taking the first three rules collectively, you can ignore all constants and all","chapter-3","Algorithm Analysis"
"lower-order terms to determine the asymptotic growth rate for any cost function.","chapter-3","Algorithm Analysis"
"The advantages and dangers of ignoring constants were discussed near the begin-","chapter-3","Algorithm Analysis"
"ning of this section. Ignoring lower-order terms is reasonable when performing an","chapter-3","Algorithm Analysis"
"asymptotic analysis. The higher-order terms soon swamp the lower-order terms in","chapter-3","Algorithm Analysis"
"their contribution to the total cost as n becomes larger. Thus, if T(n) = 3n","chapter-3","Algorithm Analysis"
"4 + 5n","chapter-3","Algorithm Analysis"
"2","chapter-3","Algorithm Analysis"
",","chapter-3","Algorithm Analysis"
"then T(n) is in O(n","chapter-3","Algorithm Analysis"
"4","chapter-3","Algorithm Analysis"
"). The n","chapter-3","Algorithm Analysis"
"2","chapter-3","Algorithm Analysis"
"term contributes relatively little to the total cost for","chapter-3","Algorithm Analysis"
"large n.","chapter-3","Algorithm Analysis"
"Throughout the rest of this book, these simplifying rules are used when dis-","chapter-3","Algorithm Analysis"
"cussing the cost for a program or algorithm.","chapter-3","Algorithm Analysis"
"3.4.5 Classifying Functions","chapter-3","Algorithm Analysis"
"Given functions f(n) and g(n) whose growth rates are expressed as algebraic equa-","chapter-3","Algorithm Analysis"
"tions, we might like to determine if one grows faster than the other. The best way","chapter-3","Algorithm Analysis"
"to do this is to take the limit of the two functions as n grows towards infinity,","chapter-3","Algorithm Analysis"
"limn→∞","chapter-3","Algorithm Analysis"
"f(n)","chapter-3","Algorithm Analysis"
"g(n)","chapter-3","Algorithm Analysis"
".","chapter-3","Algorithm Analysis"
"If the limit goes to ∞, then f(n) is in Ω(g(n)) because f(n) grows faster. If the","chapter-3","Algorithm Analysis"
"limit goes to zero, then f(n) is in O(g(n)) because g(n) grows faster. If the limit","chapter-3","Algorithm Analysis"
"goes to some constant other than zero, then f(n) = Θ(g(n)) because both grow at","chapter-3","Algorithm Analysis"
"the same rate.","chapter-3","Algorithm Analysis"
"Example 3.8 If f(n) = 2n log n and g(n) = n","chapter-3","Algorithm Analysis"
"2","chapter-3","Algorithm Analysis"
", is f(n) in O(g(n)),","chapter-3","Algorithm Analysis"
"Ω(g(n)), or Θ(g(n))? Because","chapter-3","Algorithm Analysis"
"n","chapter-3","Algorithm Analysis"
"2","chapter-3","Algorithm Analysis"
"2n log n","chapter-3","Algorithm Analysis"
"=","chapter-3","Algorithm Analysis"
"n","chapter-3","Algorithm Analysis"
"2 log n","chapter-3","Algorithm Analysis"
",","chapter-3","Algorithm Analysis"
"Sec. 3.5 Calculating the Running Time for a Program 69","chapter-3","Algorithm Analysis"
"we easily see that","chapter-3","Algorithm Analysis"
"limn→∞","chapter-3","Algorithm Analysis"
"n","chapter-3","Algorithm Analysis"
"2","chapter-3","Algorithm Analysis"
"2n log n","chapter-3","Algorithm Analysis"
"= ∞","chapter-3","Algorithm Analysis"
"because n grows faster than 2 log n. Thus, n","chapter-3","Algorithm Analysis"
"2","chapter-3","Algorithm Analysis"
"is in Ω(2n log n).","chapter-3","Algorithm Analysis"
"3.5 Calculating the Running Time for a Program","chapter-3","Algorithm Analysis"
"This section presents the analysis for several simple code fragments.","chapter-3","Algorithm Analysis"
"Example 3.9 We begin with an analysis of a simple assignment to an","chapter-3","Algorithm Analysis"
"integer variable.","chapter-3","Algorithm Analysis"
"a = b;","chapter-3","Algorithm Analysis"
"Because the assignment statement takes constant time, it is Θ(1).","chapter-3","Algorithm Analysis"
"Example 3.10 Consider a simple for loop.","chapter-3","Algorithm Analysis"
"sum = 0;","chapter-3","Algorithm Analysis"
"for (i=1; i<=n; i++)","chapter-3","Algorithm Analysis"
"sum += n;","chapter-3","Algorithm Analysis"
"The first line is Θ(1). The for loop is repeated n times. The third","chapter-3","Algorithm Analysis"
"line takes constant time so, by simplifying rule (4) of Section 3.4.4, the","chapter-3","Algorithm Analysis"
"total cost for executing the two lines making up the for loop is Θ(n). By","chapter-3","Algorithm Analysis"
"rule (3), the cost of the entire code fragment is also Θ(n).","chapter-3","Algorithm Analysis"
"Example 3.11 We now analyze a code fragment with several for loops,","chapter-3","Algorithm Analysis"
"some of which are nested.","chapter-3","Algorithm Analysis"
"sum = 0;","chapter-3","Algorithm Analysis"
"for (j=1; j<=n; j++) // First for loop","chapter-3","Algorithm Analysis"
"for (i=1; i<=j; i++) // is a double loop","chapter-3","Algorithm Analysis"
"sum++;","chapter-3","Algorithm Analysis"
"for (k=0; k<n; k++) // Second for loop","chapter-3","Algorithm Analysis"
"A[k] = k;","chapter-3","Algorithm Analysis"
"This code fragment has three separate statements: the first assignment","chapter-3","Algorithm Analysis"
"statement and the two for loops. Again the assignment statement takes","chapter-3","Algorithm Analysis"
"constant time; call it c1. The second for loop is just like the one in Exam-","chapter-3","Algorithm Analysis"
"ple 3.10 and takes c2n = Θ(n) time.","chapter-3","Algorithm Analysis"
"The first for loop is a double loop and requires a special technique. We","chapter-3","Algorithm Analysis"
"work from the inside of the loop outward. The expression sum++ requires","chapter-3","Algorithm Analysis"
"constant time; call it c3. Because the inner for loop is executed i times, by","chapter-3","Algorithm Analysis"
"70 Chap. 3 Algorithm Analysis","chapter-3","Algorithm Analysis"
"simplifying rule (4) it has cost c3i. The outer for loop is executed n times,","chapter-3","Algorithm Analysis"
"but each time the cost of the inner loop is different because it costs c3i with","chapter-3","Algorithm Analysis"
"i changing each time. You should see that for the first execution of the outer","chapter-3","Algorithm Analysis"
"loop, i is 1. For the second execution of the outer loop, i is 2. Each time","chapter-3","Algorithm Analysis"
"through the outer loop, i becomes one greater, until the last time through","chapter-3","Algorithm Analysis"
"the loop when i = n. Thus, the total cost of the loop is c3 times the sum of","chapter-3","Algorithm Analysis"
"the integers 1 through n. From Equation 2.1, we know that","chapter-3","Algorithm Analysis"
"Xn","chapter-3","Algorithm Analysis"
"i=1","chapter-3","Algorithm Analysis"
"i =","chapter-3","Algorithm Analysis"
"n(n + 1)","chapter-3","Algorithm Analysis"
"2","chapter-3","Algorithm Analysis"
",","chapter-3","Algorithm Analysis"
"which is Θ(n","chapter-3","Algorithm Analysis"
"2","chapter-3","Algorithm Analysis"
"). By simplifying rule (3), Θ(c1 + c2n + c3n","chapter-3","Algorithm Analysis"
"2","chapter-3","Algorithm Analysis"
") is simply","chapter-3","Algorithm Analysis"
"Θ(n","chapter-3","Algorithm Analysis"
"2","chapter-3","Algorithm Analysis"
").","chapter-3","Algorithm Analysis"
"Example 3.12 Compare the asymptotic analysis for the following two","chapter-3","Algorithm Analysis"
"code fragments:","chapter-3","Algorithm Analysis"
"sum1 = 0;","chapter-3","Algorithm Analysis"
"for (i=1; i<=n; i++) // First double loop","chapter-3","Algorithm Analysis"
"for (j=1; j<=n; j++) // do n times","chapter-3","Algorithm Analysis"
"sum1++;","chapter-3","Algorithm Analysis"
"sum2 = 0;","chapter-3","Algorithm Analysis"
"for (i=1; i<=n; i++) // Second double loop","chapter-3","Algorithm Analysis"
"for (j=1; j<=i; j++) // do i times","chapter-3","Algorithm Analysis"
"sum2++;","chapter-3","Algorithm Analysis"
"In the first double loop, the inner for loop always executes n times.","chapter-3","Algorithm Analysis"
"Because the outer loop executes n times, it should be obvious that the state-","chapter-3","Algorithm Analysis"
"ment sum1++ is executed precisely n","chapter-3","Algorithm Analysis"
"2","chapter-3","Algorithm Analysis"
"times. The second loop is similar","chapter-3","Algorithm Analysis"
"to the one analyzed in the previous example, with cost Pn","chapter-3","Algorithm Analysis"
"j=1 j. This is ap-","chapter-3","Algorithm Analysis"
"proximately 1","chapter-3","Algorithm Analysis"
"2","chapter-3","Algorithm Analysis"
"n","chapter-3","Algorithm Analysis"
"2","chapter-3","Algorithm Analysis"
". Thus, both double loops cost Θ(n","chapter-3","Algorithm Analysis"
"2","chapter-3","Algorithm Analysis"
"), though the second","chapter-3","Algorithm Analysis"
"requires about half the time of the first.","chapter-3","Algorithm Analysis"
"Example 3.13 Not all doubly nested for loops are Θ(n","chapter-3","Algorithm Analysis"
"2","chapter-3","Algorithm Analysis"
"). The follow-","chapter-3","Algorithm Analysis"
"ing pair of nested loops illustrates this fact.","chapter-3","Algorithm Analysis"
"sum1 = 0;","chapter-3","Algorithm Analysis"
"for (k=1; k<=n; k*=2) // Do log n times","chapter-3","Algorithm Analysis"
"for (j=1; j<=n; j++) // Do n times","chapter-3","Algorithm Analysis"
"sum1++;","chapter-3","Algorithm Analysis"
"sum2 = 0;","chapter-3","Algorithm Analysis"
"for (k=1; k<=n; k*=2) // Do log n times","chapter-3","Algorithm Analysis"
"for (j=1; j<=k; j++) // Do k times","chapter-3","Algorithm Analysis"
"sum2++;","chapter-3","Algorithm Analysis"
"Sec. 3.5 Calculating the Running Time for a Program 71","chapter-3","Algorithm Analysis"
"When analyzing these two code fragments, we will assume that n is","chapter-3","Algorithm Analysis"
"a power of two. The first code fragment has its outer for loop executed","chapter-3","Algorithm Analysis"
"log n + 1 times because on each iteration k is multiplied by two until it","chapter-3","Algorithm Analysis"
"reaches n. Because the inner loop always executes n times, the total cost for","chapter-3","Algorithm Analysis"
"the first code fragment can be expressed as Plog n","chapter-3","Algorithm Analysis"
"i=0 n. Note that a variable","chapter-3","Algorithm Analysis"
"substitution takes place here to create the summation, with k = 2i","chapter-3","Algorithm Analysis"
". From","chapter-3","Algorithm Analysis"
"Equation 2.3, the solution for this summation is Θ(n log n). In the second","chapter-3","Algorithm Analysis"
"code fragment, the outer loop is also executed log n + 1 times. The inner","chapter-3","Algorithm Analysis"
"loop has cost k, which doubles each time. The summation can be expressed","chapter-3","Algorithm Analysis"
"as Plog n","chapter-3","Algorithm Analysis"
"i=0 2","chapter-3","Algorithm Analysis"
"i where n is assumed to be a power of two and again k = 2i","chapter-3","Algorithm Analysis"
".","chapter-3","Algorithm Analysis"
"From Equation 2.8, we know that this summation is simply Θ(n).","chapter-3","Algorithm Analysis"
"What about other control statements? While loops are analyzed in a manner","chapter-3","Algorithm Analysis"
"similar to for loops. The cost of an if statement in the worst case is the greater","chapter-3","Algorithm Analysis"
"of the costs for the then and else clauses. This is also true for the average case,","chapter-3","Algorithm Analysis"
"assuming that the size of n does not affect the probability of executing one of the","chapter-3","Algorithm Analysis"
"clauses (which is usually, but not necessarily, true). For switch statements, the","chapter-3","Algorithm Analysis"
"worst-case cost is that of the most expensive branch. For subroutine calls, simply","chapter-3","Algorithm Analysis"
"add the cost of executing the subroutine.","chapter-3","Algorithm Analysis"
"There are rare situations in which the probability for executing the various","chapter-3","Algorithm Analysis"
"branches of an if or switch statement are functions of the input size. For exam-","chapter-3","Algorithm Analysis"
"ple, for input of size n, the then clause of an if statement might be executed with","chapter-3","Algorithm Analysis"
"probability 1/n. An example would be an if statement that executes the then","chapter-3","Algorithm Analysis"
"clause only for the smallest of n values. To perform an average-case analysis for","chapter-3","Algorithm Analysis"
"such programs, we cannot simply count the cost of the if statement as being the","chapter-3","Algorithm Analysis"
"cost of the more expensive branch. In such situations, the technique of amortized","chapter-3","Algorithm Analysis"
"analysis (see Section 14.3) can come to the rescue.","chapter-3","Algorithm Analysis"
"Determining the execution time of a recursive subroutine can be difficult. The","chapter-3","Algorithm Analysis"
"running time for a recursive subroutine is typically best expressed by a recurrence","chapter-3","Algorithm Analysis"
"relation. For example, the recursive factorial function fact of Section 2.5 calls","chapter-3","Algorithm Analysis"
"itself with a value one less than its input value. The result of this recursive call is","chapter-3","Algorithm Analysis"
"then multiplied by the input value, which takes constant time. Thus, the cost of","chapter-3","Algorithm Analysis"
"the factorial function, if we wish to measure cost in terms of the number of multi-","chapter-3","Algorithm Analysis"
"plication operations, is one more than the number of multiplications made by the","chapter-3","Algorithm Analysis"
"recursive call on the smaller input. Because the base case does no multiplications,","chapter-3","Algorithm Analysis"
"its cost is zero. Thus, the running time for this function can be expressed as","chapter-3","Algorithm Analysis"
"T(n) = T(n − 1) + 1 for n > 1; T(1) = 0.","chapter-3","Algorithm Analysis"
"We know from Examples 2.8 and 2.13 that the closed-form solution for this recur-","chapter-3","Algorithm Analysis"
"rence relation is Θ(n).","chapter-3","Algorithm Analysis"
"72 Chap. 3 Algorithm Analysis","chapter-3","Algorithm Analysis"
"Key","chapter-3","Algorithm Analysis"
"Position 0 2 3 4 5 6 7 8","chapter-3","Algorithm Analysis"
"26 29 36","chapter-3","Algorithm Analysis"
"10 11 12 13 14 15","chapter-3","Algorithm Analysis"
"11 13 21 41 45 51 54","chapter-3","Algorithm Analysis"
"1","chapter-3","Algorithm Analysis"
"56 65 72 77","chapter-3","Algorithm Analysis"
"9","chapter-3","Algorithm Analysis"
"40 83","chapter-3","Algorithm Analysis"
"Figure 3.4 An illustration of binary search on a sorted array of 16 positions.","chapter-3","Algorithm Analysis"
"Consider a search for the position with value K = 45. Binary search first checks","chapter-3","Algorithm Analysis"
"the value at position 7. Because 41 < K, the desired value cannot appear in any","chapter-3","Algorithm Analysis"
"position below 7 in the array. Next, binary search checks the value at position 11.","chapter-3","Algorithm Analysis"
"Because 56 > K, the desired value (if it exists) must be between positions 7","chapter-3","Algorithm Analysis"
"and 11. Position 9 is checked next. Again, its value is too great. The final search","chapter-3","Algorithm Analysis"
"is at position 8, which contains the desired value. Thus, function binary returns","chapter-3","Algorithm Analysis"
"position 8. Alternatively, if K were 44, then the same series of record accesses","chapter-3","Algorithm Analysis"
"would be made. After checking position 8, binary would return a value of n,","chapter-3","Algorithm Analysis"
"indicating that the search is unsuccessful.","chapter-3","Algorithm Analysis"
"The final example of algorithm analysis for this section will compare two algo-","chapter-3","Algorithm Analysis"
"rithms for performing search in an array. Earlier, we determined that the running","chapter-3","Algorithm Analysis"
"time for sequential search on an array where the search value K is equally likely","chapter-3","Algorithm Analysis"
"to appear in any location is Θ(n) in both the average and worst cases. We would","chapter-3","Algorithm Analysis"
"like to compare this running time to that required to perform a binary search on","chapter-3","Algorithm Analysis"
"an array whose values are stored in order from lowest to highest.","chapter-3","Algorithm Analysis"
"Binary search begins by examining the value in the middle position of the ar-","chapter-3","Algorithm Analysis"
"ray; call this position mid and the corresponding value kmid. If kmid = K, then","chapter-3","Algorithm Analysis"
"processing can stop immediately. This is unlikely to be the case, however. Fortu-","chapter-3","Algorithm Analysis"
"nately, knowing the middle value provides useful information that can help guide","chapter-3","Algorithm Analysis"
"the search process. In particular, if kmid > K, then you know that the value K","chapter-3","Algorithm Analysis"
"cannot appear in the array at any position greater than mid. Thus, you can elim-","chapter-3","Algorithm Analysis"
"inate future search in the upper half of the array. Conversely, if kmid < K, then","chapter-3","Algorithm Analysis"
"you know that you can ignore all positions in the array less than mid. Either way,","chapter-3","Algorithm Analysis"
"half of the positions are eliminated from further consideration. Binary search next","chapter-3","Algorithm Analysis"
"looks at the middle position in that part of the array where value K may exist. The","chapter-3","Algorithm Analysis"
"value at this position again allows us to eliminate half of the remaining positions","chapter-3","Algorithm Analysis"
"from consideration. This process repeats until either the desired value is found, or","chapter-3","Algorithm Analysis"
"there are no positions remaining in the array that might contain the value K. Fig-","chapter-3","Algorithm Analysis"
"ure 3.4 illustrates the binary search method. Figure 3.5 shows an implementation","chapter-3","Algorithm Analysis"
"for binary search.","chapter-3","Algorithm Analysis"
"To find the cost of this algorithm in the worst case, we can model the running","chapter-3","Algorithm Analysis"
"time as a recurrence and then find the closed-form solution. Each recursive call","chapter-3","Algorithm Analysis"
"to binary cuts the size of the array approximately in half, so we can model the","chapter-3","Algorithm Analysis"
"worst-case cost as follows, assuming for simplicity that n is a power of two.","chapter-3","Algorithm Analysis"
"T(n) = T(n/2) + 1 for n > 1; T(1) = 1.","chapter-3","Algorithm Analysis"
"Sec. 3.5 Calculating the Running Time for a Program 73","chapter-3","Algorithm Analysis"
"/** @return The position of an element in sorted array A","chapter-3","Algorithm Analysis"
"with value k. If k is not in A, return A.length. */","chapter-3","Algorithm Analysis"
"static int binary(int[] A, int k) {","chapter-3","Algorithm Analysis"
"int l = -1;","chapter-3","Algorithm Analysis"
"int r = A.length; // l and r are beyond array bounds","chapter-3","Algorithm Analysis"
"while (l+1 != r) { // Stop when l and r meet","chapter-3","Algorithm Analysis"
"int i = (l+r)/2; // Check middle of remaining subarray","chapter-3","Algorithm Analysis"
"if (k < A[i]) r = i; // In left half","chapter-3","Algorithm Analysis"
"if (k == A[i]) return i; // Found it","chapter-3","Algorithm Analysis"
"if (k > A[i]) l = i; // In right half","chapter-3","Algorithm Analysis"
"}","chapter-3","Algorithm Analysis"
"return A.length; // Search value not in A","chapter-3","Algorithm Analysis"
"}","chapter-3","Algorithm Analysis"
"Figure 3.5 Implementation for binary search.","chapter-3","Algorithm Analysis"
"If we expand the recurrence, we find that we can do so only log n times before","chapter-3","Algorithm Analysis"
"we reach the base case, and each expansion adds one to the cost. Thus, the closed-","chapter-3","Algorithm Analysis"
"form solution for the recurrence is T(n) = log n.","chapter-3","Algorithm Analysis"
"Function binary is designed to find the (single) occurrence of K and return","chapter-3","Algorithm Analysis"
"its position. A special value is returned if K does not appear in the array. This","chapter-3","Algorithm Analysis"
"algorithm can be modified to implement variations such as returning the position","chapter-3","Algorithm Analysis"
"of the first occurrence of K in the array if multiple occurrences are allowed, and","chapter-3","Algorithm Analysis"
"returning the position of the greatest value less than K when K is not in the array.","chapter-3","Algorithm Analysis"
"Comparing sequential search to binary search, we see that as n grows, the Θ(n)","chapter-3","Algorithm Analysis"
"running time for sequential search in the average and worst cases quickly becomes","chapter-3","Algorithm Analysis"
"much greater than the Θ(log n) running time for binary search. Taken in isolation,","chapter-3","Algorithm Analysis"
"binary search appears to be much more efficient than sequential search. This is","chapter-3","Algorithm Analysis"
"despite the fact that the constant factor for binary search is greater than that for","chapter-3","Algorithm Analysis"
"sequential search, because the calculation for the next search position in binary","chapter-3","Algorithm Analysis"
"search is more expensive than just incrementing the current position, as sequential","chapter-3","Algorithm Analysis"
"search does.","chapter-3","Algorithm Analysis"
"Note however that the running time for sequential search will be roughly the","chapter-3","Algorithm Analysis"
"same regardless of whether or not the array values are stored in order. In contrast,","chapter-3","Algorithm Analysis"
"binary search requires that the array values be ordered from lowest to highest. De-","chapter-3","Algorithm Analysis"
"pending on the context in which binary search is to be used, this requirement for a","chapter-3","Algorithm Analysis"
"sorted array could be detrimental to the running time of a complete program, be-","chapter-3","Algorithm Analysis"
"cause maintaining the values in sorted order requires to greater cost when inserting","chapter-3","Algorithm Analysis"
"new elements into the array. This is an example of a tradeoff between the advan-","chapter-3","Algorithm Analysis"
"tage of binary search during search and the disadvantage related to maintaining a","chapter-3","Algorithm Analysis"
"sorted array. Only in the context of the complete problem to be solved can we know","chapter-3","Algorithm Analysis"
"whether the advantage outweighs the disadvantage.","chapter-3","Algorithm Analysis"
"74 Chap. 3 Algorithm Analysis","chapter-3","Algorithm Analysis"
"3.6 Analyzing Problems","chapter-3","Algorithm Analysis"
"You most often use the techniques of “algorithm” analysis to analyze an algorithm,","chapter-3","Algorithm Analysis"
"or the instantiation of an algorithm as a program. You can also use these same","chapter-3","Algorithm Analysis"
"techniques to analyze the cost of a problem. It should make sense to you to say that","chapter-3","Algorithm Analysis"
"the upper bound for a problem cannot be worse than the upper bound for the best","chapter-3","Algorithm Analysis"
"algorithm that we know for that problem. But what does it mean to give a lower","chapter-3","Algorithm Analysis"
"bound for a problem?","chapter-3","Algorithm Analysis"
"Consider a graph of cost over all inputs of a given size n for some algorithm","chapter-3","Algorithm Analysis"
"for a given problem. Define A to be the collection of all algorithms that solve","chapter-3","Algorithm Analysis"
"the problem (theoretically, there are an infinite number of such algorithms). Now,","chapter-3","Algorithm Analysis"
"consider the collection of all the graphs for all of the (infinitely many) algorithms","chapter-3","Algorithm Analysis"
"in A. The worst case lower bound is the least of all the highest points on all the","chapter-3","Algorithm Analysis"
"graphs.","chapter-3","Algorithm Analysis"
"It is much easier to show that an algorithm (or program) is in Ω(f(n)) than it","chapter-3","Algorithm Analysis"
"is to show that a problem is in Ω(f(n)). For a problem to be in Ω(f(n)) means","chapter-3","Algorithm Analysis"
"that every algorithm that solves the problem is in Ω(f(n)), even algorithms that we","chapter-3","Algorithm Analysis"
"have not thought of!","chapter-3","Algorithm Analysis"
"So far all of our examples of algorithm analysis give “obvious” results, with","chapter-3","Algorithm Analysis"
"big-Oh always matching Ω. To understand how big-Oh, Ω, and Θ notations are","chapter-3","Algorithm Analysis"
"properly used to describe our understanding of a problem or an algorithm, it is best","chapter-3","Algorithm Analysis"
"to consider an example where you do not already know a lot about the problem.","chapter-3","Algorithm Analysis"
"Let us look ahead to analyzing the problem of sorting to see how this process","chapter-3","Algorithm Analysis"
"works. What is the least possible cost for any sorting algorithm in the worst case?","chapter-3","Algorithm Analysis"
"The algorithm must at least look at every element in the input, just to determine","chapter-3","Algorithm Analysis"
"that the input is truly sorted. Thus, any sorting algorithm must take at least cn time.","chapter-3","Algorithm Analysis"
"For many problems, this observation that each of the n inputs must be looked at","chapter-3","Algorithm Analysis"
"leads to an easy Ω(n) lower bound.","chapter-3","Algorithm Analysis"
"In your previous study of computer science, you have probably seen an example","chapter-3","Algorithm Analysis"
"of a sorting algorithm whose running time is in O(n","chapter-3","Algorithm Analysis"
"2","chapter-3","Algorithm Analysis"
") in the worst case. The simple","chapter-3","Algorithm Analysis"
"Bubble Sort and Insertion Sort algorithms typically given as examples in a first year","chapter-3","Algorithm Analysis"
"programming course have worst case running times in O(n","chapter-3","Algorithm Analysis"
"2","chapter-3","Algorithm Analysis"
"). Thus, the problem","chapter-3","Algorithm Analysis"
"of sorting can be said to have an upper bound in O(n","chapter-3","Algorithm Analysis"
"2","chapter-3","Algorithm Analysis"
"). How do we close the","chapter-3","Algorithm Analysis"
"gap between Ω(n) and O(n","chapter-3","Algorithm Analysis"
"2","chapter-3","Algorithm Analysis"
")? Can there be a better sorting algorithm? If you can","chapter-3","Algorithm Analysis"
"think of no algorithm whose worst-case growth rate is better than O(n","chapter-3","Algorithm Analysis"
"2","chapter-3","Algorithm Analysis"
"), and if you","chapter-3","Algorithm Analysis"
"have discovered no analysis technique to show that the least cost for the problem","chapter-3","Algorithm Analysis"
"of sorting in the worst case is greater than Ω(n), then you cannot know for sure","chapter-3","Algorithm Analysis"
"whether or not there is a better algorithm.","chapter-3","Algorithm Analysis"
"Chapter 7 presents sorting algorithms whose running time is in O(n log n) for","chapter-3","Algorithm Analysis"
"the worst case. This greatly narrows the gap. With this new knowledge, we now","chapter-3","Algorithm Analysis"
"have a lower bound in Ω(n) and an upper bound in O(n log n). Should we search","chapter-3","Algorithm Analysis"
"Sec. 3.7 Common Misunderstandings 75","chapter-3","Algorithm Analysis"
"for a faster algorithm? Many have tried, without success. Fortunately (or perhaps","chapter-3","Algorithm Analysis"
"unfortunately?), Chapter 7 also includes a proof that any sorting algorithm must","chapter-3","Algorithm Analysis"
"have running time in Ω(n log n) in the worst case.2 This proof is one of the most","chapter-3","Algorithm Analysis"
"important results in the field of algorithm analysis, and it means that no sorting","chapter-3","Algorithm Analysis"
"algorithm can possibly run faster than cn log n for the worst-case input of size n.","chapter-3","Algorithm Analysis"
"Thus, we can conclude that the problem of sorting is Θ(n log n) in the worst case,","chapter-3","Algorithm Analysis"
"because the upper and lower bounds have met.","chapter-3","Algorithm Analysis"
